Pozycja,Forma podstawowa,Liczba wystąpień,Pierwsza litera etykiety
24685,zrelatywizować,1,B
24686,diaboliczny,1,C
24687,rozstaw,1,A
24688,afiliowany,1,C
24689,zagięty,1,C
24690,grudka,1,A
24691,ochra,1,A
24692,terier,1,A
24693,samopowtarzalny,1,C
24694,roznegliżowany,1,C
24695,słynniejszy,1,C
24696,bom,1,A
24697,sypialny,1,C
24698,zbiorczo,1,F
24699,zapalczywość,1,A
24700,wzbicie,1,A
24701,wymontowywać,1,B
24702,odstawiony,1,C
24703,oswobodzony,1,C
24704,zwiększany,1,C
24705,stratowany,1,C
24706,spryskiwanie,1,A
24707,wytępienie,1,A
24708,synestezja,1,A
24709,naszkicować,1,B
24710,rozpadnięcie się,1,A
24711,naciągnąć,1,B
24712,poszycie,1,A
24713,odławiany,1,C
24714,antonim,1,A
24715,przeleżeć,1,B
24716,plewy,1,A
24717,ślimaczący się,1,C
24718,wygospodarowany,1,C
24719,kryjący,1,C
24720,porozrzucany,1,C
24721,sowchoz,1,A
24722,sycić,1,B
24723,grzmieć,1,B
24724,klawesynistka,1,A
24725,toccata,1,A
24726,kabała,1,A
24727,zapłodnić,1,B
24728,spermatogeneza,1,A
24729,identyfikowany,1,C
24730,hipisowski,1,C
24731,nieśpieszny,1,C
24732,analizator,1,A
24733,zakupywany,1,C
24734,otaczanie,1,A
24735,odpuszczanie,1,A
24736,ponaglenie,1,A
24737,przeforsowany,1,C
24738,trąbić,1,B
24739,chochla,1,A
24740,maselniczka,1,A
24741,prakseolog,1,A
24742,aplikować,1,B
24743,łazik,1,A
24744,gojący,1,C
24745,blizna,1,A
24746,bejca,1,A
24747,farbowany,1,C
24748,czekowy,1,C
24749,zbiurokratyzowany,1,C
24750,zausznik,1,A
24751,ciąganie,1,A
24752,napuszyć,1,B
24753,zasypywanie,1,A
24754,rozwieszany,1,C
24755,ciemnoniebieski,1,C
24756,tykać,1,B
24757,burek,1,A
24758,lwica,1,A
24759,cętkowany,1,C
24760,lampart,1,A
24761,popędzić,1,B
24762,kulić,1,B
24763,wypasanie,1,A
24764,młyński,1,C
24765,smokowiec,1,A
24766,kłócenie,1,A
24767,kroić,1,B
24768,monologować,1,B
24769,naniesienie,1,A
24770,traktatowy,1,C
24771,ufundowanie,1,A
24772,fonetyczny,1,C
24773,wyschnięty,1,C
24774,grzechotka,1,A
24775,porównany,1,C
24776,etycznie,1,F
24777,nieboszczyk,1,A
24778,przerabiany,1,C
24779,wyważać,1,B
24780,zazdrosny,1,C
24781,zez,1,A
24782,wyczarterowany,1,C
24783,wulkanolog,1,A
24784,przyjezdny,1,A
24785,transkontynentalny,1,C
24786,małostkowość,1,A
24787,poniżanie,1,A
24788,reorientacja,1,A
24789,rozlosowanie,1,A
24790,olejarski,1,C
24791,spękanie,1,A
24792,jeziorowy,1,C
24793,rozpłatać,1,B
24794,arsen,1,A
24795,blamaż,1,A
24796,zaszantażować,1,B
24797,cierpliwie,1,F
24798,ustanie,1,A
24799,płonka,1,A
24800,Moloch,1,A
24801,emanujący,1,C
24802,owocnia,1,A
24803,udaremnianie,1,A
24804,zaprowadzony,1,C
24805,wniknąć,1,B
24806,rodopsyna,1,A
24807,dwumiesięcznik,1,A
24808,okratowany,1,C
24809,oświetlić,1,B
24810,najmroczniejszy,1,C
24811,sieczka,1,A
24812,patelnia,1,A
24813,zanotowanie,1,A
24814,obiegać,1,B
24815,rojalistyczny,1,C
24816,koczujący,1,C
24817,wojaż,1,A
24818,schadzka,1,A
24819,obiecanka,1,A
24820,wmanewrowywać,1,B
24821,oblanie,1,A
24822,rozróżniający,1,C
24823,pielgrzymi,1,C
24824,wyrządzany,1,C
24825,utajnianie,1,A
24826,zneutralizowanie,1,A
24827,donosiciel,1,A
24828,subtelność,1,A
24829,postradać,1,B
24830,grzesznica,1,A
24831,przychodzenie,1,A
24832,olśnienie,1,A
24833,pokwitanie,1,A
24834,łamliwość,1,A
24835,bladość,1,A
24836,soczewica,1,A
24837,sznurowy,1,C
24838,zaszyfrowany,1,C
24839,orientowany,1,C
24840,biwakować,1,B
24841,komisyjnie,1,F
24842,uczepić,1,B
24843,ciepłota,1,A
24844,zakopywanie,1,A
24845,młócić,1,B
24846,jedynak,1,A
24847,ubikacja,1,A
24848,nawinąć,1,B
24849,wahadłowy,1,C
24850,morela,1,A
24851,rozsypywanie,1,A
24852,obywać się,1,B
24853,zrzut,1,A
24854,iluzoryczność,1,A
24855,rozchwiać,1,B
24856,nowelka,1,A
24857,wyssać,1,B
24858,obłąkany,1,A
24859,obezwładniony,1,C
24860,plucie,1,A
24861,wypluty,1,C
24862,wyplucie,1,A
24863,odpiąć,1,B
24864,porać się,1,B
24865,zadysponować,1,B
24866,malusieńki,1,C
24867,dobić,1,B
24868,nienagannie,1,F
24869,wyprzedający,1,C
24870,heliograwiura,1,A
24871,librecista,1,A
24872,lity,1,C
24873,niepiśmienny,1,A
24874,rogowy,1,C
24875,wzywany,1,C
24876,podyktowanie,1,A
24877,preparowany,1,C
24878,fałszowany,1,C
24879,zilustrować,1,B
24880,myjący,1,C
24881,zobojętnienie,1,A
24882,wyparowanie,1,A
24883,biednieć,1,B
24884,przestudiowany,1,C
24885,wystylizować,1,B
24886,niedbale,1,F
24887,odmalowany,1,C
24888,okrągło,1,F
24889,szczypczyki,1,A
24890,naczyńko,1,A
24891,oplatający,1,C
24892,korelować,1,B
24893,bociek,1,A
24894,trzynastoletni,1,C
24895,staranniej,1,F
24896,zakochanie się,1,A
24897,kamuflować,1,B
24898,katechizacja,1,A
24899,impregnacja,1,A
24900,najzupełniej,1,F
24901,niewiara,1,A
24902,pokwitować,1,B
24903,zaglądanie,1,A
24904,kolumnada,1,A
24905,ocenzurować,1,B
24906,łoskot,1,A
24907,muzykujący,1,C
24908,samojezdny,1,C
24909,wytaczanie,1,A
24910,retransmisja,1,A
24911,skopany,1,C
24912,przestrzelony,1,C
24913,gniada,1,A
24914,fibra,1,A
24915,nieładnie,1,F
24916,rozciąć,1,B
24917,ekspansjonizm,1,A
24918,bogobojny,1,C
24919,zasiek,1,A
24920,rozczłonkować,1,B
24921,przedsięwzięty,1,C
24922,formułujący,1,C
24923,spiker,1,A
24924,bajkowy,1,C
24925,numizmatyka,1,A
24926,przestrzelić,1,B
24927,uprawdopodobnić,1,B
24928,mechanizacja,1,A
24929,poczciwiec,1,A
24930,powielanie,1,A
24931,niesłowiański,1,C
24932,udobruchać,1,B
24933,zapęd,1,A
24934,chlebowy,1,C
24935,zarodowy,1,C
24936,bramowy,1,C
24937,udźwig,1,A
24938,skojarzeniowy,1,C
24939,fałd,1,A
24940,wiotczenie,1,A
24941,formujący,1,C
24942,rozhuśtać,1,B
24943,liberalniejszy,1,C
24944,rozrzut,1,A
24945,raptownie,1,F
24946,makowy,1,C
24947,zwichnięcie,1,A
24948,fajnie,1,F
24949,jagły,1,A
24950,gaździna,1,A
24951,bacowski,1,C
24952,peryskop,1,A
24953,unieruchomić,1,B
24954,torpedowy,1,C
24955,przemycanie,1,A
24956,oratorski,1,C
24957,felga,1,A
24958,ikonograficzny,1,C
24959,arcyksiężniczka,1,A
24960,utwardzić,1,B
24961,etnograf,1,A
24962,solfeż,1,A
24963,wygódka,1,A
24964,wiejący,1,C
24965,kilowat,1,A
24966,zabetonowany,1,C
24967,przymarznięty,1,C
24968,odnawiający,1,C
24969,podkupienie,1,A
24970,hamletyczny,1,C
24971,dobitny,1,C
24972,marszczyć,1,B
24973,risotto,1,A
24974,polewanie,1,A
24975,zgubiony,1,C
24976,najzgubniejszy,1,C
24977,wytrzymanie,1,A
24978,repatriowany,1,C
24979,wkomponować,1,B
24980,sponsorujący,1,C
24981,naddźwiękowy,1,C
24982,powalony,1,C
24983,doszlusowywać,1,B
24984,przywarcie,1,A
24985,ospały,1,C
24986,zatajony,1,C
24987,rozdarty,1,C
24988,skroplić,1,B
24989,męczący,1,C
24990,rozbawić,1,B
24991,tercet,1,A
24992,czyściec,1,A
24993,podjeżdżać,1,B
24994,stróżujący,1,C
24995,kłębek,1,A
24996,przywożący,1,C
24997,sknera,1,A
24998,niedopuszczalnie,1,F
24999,zaskarżany,1,C
25000,defraudowany,1,C
25001,przycumowanie,1,A
25002,roztrwonienie,1,A
25003,napełnianie,1,A
25004,kłąb,1,A
25005,rozumowy,1,C
25006,uduchowiony,1,C
25007,krzywo,1,F
25008,niesamowicie,1,F
25009,koegzystencja,1,A
25010,koczownik,1,A
25011,niesystematyczny,1,C
25012,poparzyć,1,B
25013,wlać,1,B
25014,oparzeniowy,1,C
25015,samobójczyni,1,A
25016,odór,1,A
25017,gubiony,1,C
25018,dorożkarski,1,C
25019,uprzątanie,1,A
25020,wyburzyć,1,B
25021,szopa,1,A
25022,deratyzacja,1,A
25023,gmatwanie,1,A
25024,nieurodzaj,1,A
25025,ugorowanie,1,A
25026,recenzować,1,B
25027,dyskwalifikowanie,1,A
25028,zerkać,1,B
25029,pobożność,1,A
25030,uwłaczający,1,C
25031,wyrwanie,1,A
25032,caryca,1,A
25033,eparchia,1,A
25034,wdówka,1,A
25035,pastewnik,1,A
25036,przeczesywać,1,B
25037,odpisać,1,B
25038,myk,1,G
25039,najgroźniej,1,F
25040,zwalony,1,C
25041,zwiać,1,B
25042,przekoziołkować,1,B
25043,partactwo,1,A
25044,najdziwaczniejszy,1,C
25045,jaskiniowiec,1,A
25046,pozagrobowy,1,C
25047,celon,1,A
25048,zaradność,1,A
25049,hydrograficzny,1,C
25050,umartwienie,1,A
25051,autentycznie,1,F
25052,drzeć,1,B
25053,dewastować,1,B
25054,wypadkowy,1,C
25055,spijać,1,B
25056,lekkomyślnie,1,F
25057,ewidencyjny,1,C
25058,lustrujący,1,C
25059,rekolekcyjny,1,C
25060,gazownia,1,A
25061,tankować,1,B
25062,medalier,1,A
25063,cez,1,A
25064,załadowanie,1,A
25065,umiejscowić,1,B
25066,pasztetowa,1,A
25067,wypompowywanie,1,A
25068,źródlany,1,C
25069,reglamentowany,1,C
25070,utarty,1,C
25071,ulokowanie,1,A
25072,pocięcie,1,A
25073,płycizna,1,A
25074,welon,1,A
25075,kamieniołomy,1,A
25076,minorowy,1,C
25077,fagocista,1,A
25078,kumpel,1,A
25079,najpowszechniej,1,F
25080,rakowacenie,1,A
25081,nurkować,1,B
25082,kazirodczy,1,C
25083,lepić,1,B
25084,upojony,1,C
25085,wino,1,A
25086,porażony,1,C
25087,obozowicz,1,A
25088,godzien,1,C
25089,zasygnalizowany,1,C
25090,wyekspediować,1,B
25091,oclić,1,B
25092,zblokować,1,B
25093,zatoczyć,1,B
25094,krętactwo,1,A
25095,polifonia,1,A
25096,antyfonarz,1,A
25097,najgodniejszy,1,C
25098,kosmetyka,1,A
25099,lateks,1,A
25100,zwiewny,1,C
25101,karykaturalnie,1,F
25102,brew,1,A
25103,zawadiacki,1,C
25104,wąsik,1,A
25105,okolony,1,C
25106,łysinka,1,A
25107,złomowany,1,C
25108,ładnieć,1,B
25109,ileś,1,E
25110,gacek,1,A
25111,antynarodowy,1,C
25112,rugować,1,B
25113,najprawdopodobniejszy,1,C
25114,zwyżkowy,1,C
25115,wyczerpywanie,1,A
25116,skądinąd,1,F
25117,zrażony,1,C
25118,prześledzić,1,B
25119,chustka,1,A
25120,nosze,1,A
25121,radiestezja,1,A
25122,czerwonoskóry,1,A
25123,napawający,1,C
25124,urzeczywistnić,1,B
25125,suweren,1,A
25126,odbudowujący,1,C
25127,protegowany,1,A
25128,pobiegać,1,B
25129,wsłuchany,1,C
25130,rozkręcenie,1,A
25131,egzotycznie,1,F
25132,chórmistrz,1,A
25133,żaróweczka,1,A
25134,pierwszoklasista,1,A
25135,utleniony,1,C
25136,brwiowy,1,C
25137,targnąć,1,B
25138,śpiewny,1,C
25139,barć,1,A
25140,dziesiętny,1,C
25141,uprzątnąć,1,B
25142,czulić się,1,B
25143,zaliczkowo,1,F
25144,wyrównawczy,1,C
25145,zrewaloryzowany,1,C
25146,dziedziczyć,1,B
25147,stawiennictwo,1,A
25148,unaocznić,1,B
25149,wywłaszczający,1,C
25150,przysyłanie,1,A
25151,sensowność,1,A
25152,tlący się,1,C
25153,zwrotnica,1,A
25154,bezstykowy,1,C
25155,zekranizowany,1,C
25156,groteskowo,1,F
25157,jędrny,1,C
25158,perl,1,A
25159,blat,1,A
25160,dwubarwność,1,A
25161,dwuwartościowość,1,A
25162,szarość,1,A
25163,opiekacz,1,A
25164,magnetowid,1,A
25165,stereo,1,A
25166,kożuch,1,A
25167,pasujący,1,C
25168,fosforowy,1,C
25169,rozsypać,1,B
25170,przywieść,1,B
25171,hals,1,A
25172,kuc,1,A
25173,napuszczać,1,B
25174,kilkunastotysięczny,1,C
25175,odkrzyknąć,1,B
25176,głupio,1,F
25177,kłótliwość,1,A
25178,zmarnowanie,1,A
25179,dociec,1,B
25180,akumulatorowy,1,C
25181,upaństwawianie,1,A
25182,sondowanie,1,A
25183,botanik,1,A
25184,mięsożerny,1,C
25185,dozorowy,1,C
25186,ciążenie,1,A
25187,borowy,1,C
25188,użądlić,1,B
25189,naderwany,1,C
25190,sparing,1,A
25191,tchórz,1,A
25192,ułaskawiający,1,C
25193,przysłowie,1,A
25194,bratek,1,A
25195,epitet,1,A
25196,przeglądany,1,C
25197,segregowany,1,C
25198,dwukilogramowy,1,C
25199,koksownictwo,1,A
25200,dręczący,1,C
25201,dziarsko,1,F
25202,freon,1,A
25203,zrabowanie,1,A
25204,arnika,1,A
25205,podpity,1,C
25206,fotogeniczny,1,C
25207,uzależniający,1,C
25208,wyplatać,1,B
25209,wypleciony,1,C
25210,forsycja,1,A
25211,kwitnienie,1,A
25212,strącanie,1,A
25213,wyciągarka,1,A
25214,kiełbaska,1,A
25215,wigor,1,A
25216,odmładzający,1,C
25217,zawodowstwo,1,A
25218,przemieniony,1,C
25219,dojadać,1,B
25220,miotacz,1,A
25221,scementować,1,B
25222,spiłować,1,B
25223,nieugiętość,1,A
25224,drągal,1,A
25225,chichot,1,A
25226,inwentaryzacyjny,1,C
25227,denny,1,C
25228,aromat,1,A
25229,zaimprowizować,1,B
25230,płuczka,1,A
25231,dogadywać,1,B
25232,przeciwność,1,A
25233,frazeologia,1,A
25234,utrzeć,1,B
25235,zamydlenie,1,A
25236,pozywany,1,C
25237,konfekcja,1,A
25238,plotkarski,1,C
25239,czapeczka,1,A
25240,zapamiętywać,1,B
25241,generować,1,B
25242,astronomicznie,1,F
25243,widzimisię się,1,A
25244,dziwka,1,A
25245,owal,1,A
25246,mozół,1,A
25247,straszony,1,C
25248,represjonować,1,B
25249,rozpędzać,1,B
25250,sprawiedliwszy,1,C
25251,jolka,1,A
25252,bankrutować,1,B
25253,okalać,1,B
25254,przejmująco,1,F
25255,pomruk,1,A
25256,zniewolony,1,C
25257,esplanada,1,A
25258,wstecznictwo,1,A
25259,przemawianie,1,A
25260,uparcie,1,F
25261,nieelastyczny,1,C
25262,forsa,1,A
25263,nadmuchanie,1,A
25264,synagogalny,1,C
25265,niemrawy,1,C
25266,zemdlały,1,C
25267,wędka,1,A
25268,wyżywać się,1,B
25269,nieubłagany,1,C
25270,mikolog,1,A
25271,mikologiczny,1,C
25272,mikologia,1,A
25273,laborant,1,A
25274,paznokciowy,1,C
25275,parazytologia,1,A
25276,odbiorczy,1,C
25277,dwuzłotówka,1,A
25278,regał,1,A
25279,wysilać,1,B
25280,drobinka,1,A
25281,wyciągowy,1,C
25282,dwoić,1,B
25283,troić się,1,B
25284,niedwuznacznie,1,F
25285,markiza,1,A
25286,podkoszulek,1,A
25287,zaciśnięty,1,C
25288,rozpruć,1,B
25289,rozpruty,1,C
25290,mostowy,1,C
25291,hydrobiolog,1,A
25292,łowienie,1,A
25293,hermafrodyta,1,A
25294,dokrewny,1,C
25295,szept,1,A
25296,niemile,1,F
25297,wywracanie,1,A
25298,zaanektować,1,B
25299,nieprzypadkowy,1,C
25300,umniejszyć,1,B
25301,cementowanie,1,A
25302,racjonować,1,B
25303,stópka,1,A
25304,gołąbek,1,A
25305,przytrafiać się,1,B
25306,słodkawy,1,C
25307,blaszka,1,A
25308,kilokaloria,1,A
25309,sycący,1,C
25310,radiosłuchacz,1,A
25311,przypadłość,1,A
25312,dozorować,1,B
25313,czepiec,1,A
25314,podnajmowanie,1,A
25315,wwożony,1,C
25316,karzełek,1,A
25317,prosząca się,1,A
25318,odlatujący,1,C
25319,działowy,1,C
25320,rozmawianie,1,A
25321,orędować,1,B
25322,ogołocony,1,C
25323,ciągnikowy,1,C
25324,hortensja,1,A
25325,wypustka,1,A
25326,anemon,1,A
25327,ściernisko,1,A
25328,wyczynowiec,1,A
25329,przeliczony,1,C
25330,nierówno,1,F
25331,odgrzewanie,1,A
25332,ukręcić,1,B
25333,rozróżnianie,1,A
25334,stopić,1,B
25335,przeobrażać,1,B
25336,skrytykowanie,1,A
25337,oskarżycielski,1,C
25338,doczołgać się,1,B
25339,rozjuszony,1,C
25340,litograf,1,A
25341,teleobiektyw,1,A
25342,protuberancja,1,A
25343,trucicielka,1,A
25344,słuchający,1,C
25345,przezimowanie,1,A
25346,koczyk,1,A
25347,trudzić,1,B
25348,rycerstwo,1,A
25349,przekłamywać,1,B
25350,ponadplanowy,1,C
25351,zażegnywać,1,B
25352,dezorganizujący,1,C
25353,rozdrażnić,1,B
25354,atelier,1,A
25355,hydrobiologiczny,1,C
25356,układany,1,C
25357,zapiekanka,1,A
25358,przebrzmiały,1,C
25359,zabawkarstwo,1,A
25360,skory,1,C
25361,psota,1,A
25362,figlarny,1,C
25363,oswojenie,1,A
25364,tajemny,1,C
25365,wykopki,1,A
25366,podrzeć,1,B
25367,nieelegancki,1,C
25368,mobilizacyjny,1,C
25369,taktowniej,1,F
25370,dotykalny,1,C
25371,zapoznany,1,C
25372,tonaż,1,A
25373,przelotowy,1,C
25374,frasobliwy,1,C
25375,kilim,1,A
25376,parazytolog,1,A
25377,tasiemce,1,A
25378,tasiemczyca,1,A
25379,okopywać,1,B
25380,urbanistyczny,1,C
25381,prababka,1,A
25382,zakwaterowany,1,C
25383,zapobiegliwość,1,A
25384,pokrywany,1,C
25385,niezmordowanie,1,A
25386,energiczniej,1,F
25387,zawstydzać,1,B
25388,poluzować,1,B
25389,piętnowany,1,C
25390,pejoratywny,1,C
25391,odsiewany,1,C
25392,folgowanie,1,A
25393,poczytność,1,A
25394,groteska,1,A
25395,chrupiący,1,C
25396,marchew,1,A
25397,fenol,1,A
25398,karoten,1,A
25399,zagotowanie,1,A
25400,niedokrwistość,1,A
25401,pełnopłatny,1,C
25402,doświadczanie,1,A
25403,introwertyk,1,A
25404,odludek,1,A
25405,ekstrawertyk,1,A
25406,ekstrawersja,1,A
25407,programować,1,B
25408,udostępniający,1,C
25409,elektrowóz,1,A
25410,domokrążny,1,C
25411,odtrącić,1,B
25412,zaloty,1,A
25413,nadludzki,1,C
25414,obelga,1,A
25415,wypędzać,1,B
25416,pogłaskać,1,B
25417,opętać,1,B
25418,łamistrajk,1,A
25419,wyziew,1,A
25420,uginać,1,B
25421,stosik,1,A
25422,baj,1,A
25423,alka,1,A
25424,pofalować,1,B
25425,przeciekać,1,B
25426,najprędzej,1,F
25427,monitować,1,B
25428,framuga,1,A
25429,przejawiający,1,C
25430,zrutynizowany,1,C
25431,terminator,1,A
25432,bibuła,1,A
25433,medalierstwo,1,A
25434,informel,1,A
25435,zacumowanie,1,A
25436,pracowniczka,1,A
25437,monopolowy,1,C
25438,wykorzenić,1,B
25439,waterpolista,1,A
25440,polaryzacja,1,A
25441,antagonistycznie,1,F
25442,realnieć,1,B
25443,strajkowanie,1,A
25444,komunikatywność,1,A
25445,hydrauliczny,1,C
25446,roztapianie,1,A
25447,roztapiać,1,B
25448,roztopić,1,B
25449,bezogonowy,1,C
25450,popijanie,1,A
25451,nietoksyczny,1,C
25452,nadprzewodnik,1,A
25453,rykowisko,1,A
25454,porykiwanie,1,A
25455,balistyka,1,A
25456,grafologia,1,A
25457,mechanoskopia,1,A
25458,potowy,1,C
25459,źrebak,1,A
25460,transatlantyk,1,A
25461,czterochlorek,1,A
25462,drażniąco,1,F
25463,staranowany,1,C
25464,bagażowy,1,C
25465,drenować,1,B
25466,kolaudacja,1,A
25467,domniemywać,1,B
25468,rozsiewanie,1,A
25469,zasypywać,1,B
25470,komputeryzujący,1,C
25471,balansować,1,B
25472,balansowanie,1,A
25473,leniwy,1,C
25474,biednie,1,F
25475,drażniący,1,C
25476,rozrzedzony,1,C
25477,przepełnienie,1,A
25478,zapraszający,1,C
25479,poderwać,1,B
25480,bitumiczny,1,C
25481,olśniewać,1,B
25482,anielsko,1,F
25483,lipid,1,A
25484,rewia,1,A
25485,okazujący,1,C
25486,wyświęcać,1,B
25487,chrupki,1,C
25488,antykomunizm,1,A
25489,klerykalizm,1,A
25490,krojony,1,C
25491,okłamywanie,1,A
25492,zamanifestowanie,1,A
25493,zadłużać,1,B
25494,zadłużyć,1,B
25495,nienadążanie,1,A
25496,poirytować,1,B
25497,strunowy,1,C
25498,zasilacz,1,A
25499,drobnoustrój,1,A
25500,wiertniczy,1,A
25501,synchrotron,1,A
25502,kopany,1,C
25503,doznawać,1,B
25504,sandwicz,1,A
25505,rymowany,1,C
25506,zaczarowany,1,C
25507,gniazdujący,1,C
25508,krzykliwy,1,C
25509,borsuk,1,A
25510,aportować,1,B
25511,czołgać się,1,B
25512,pakunek,1,A
25513,celowniczy,1,A
25514,pasący,1,C
25515,poddaństwo,1,A
25516,przegniły,1,C
25517,utyskiwać,1,B
25518,fasadowy,1,C
25519,pognębienie,1,A
25520,wymienialność,1,A
25521,człowieczy,1,C
25522,pomny,1,C
25523,diariusz,1,A
25524,uaktualnienie,1,A
25525,attachat,1,A
25526,dotkliwszy,1,C
25527,dosięgnąć,1,B
25528,uszczuplanie,1,A
25529,poławiający,1,C
25530,złowiony,1,C
25531,baobab,1,A
25532,rozchwytywany,1,C
25533,wiolinowy,1,C
25534,rozwodnik,1,A
25535,rozlewanie,1,A
25536,kapslowanie,1,A
25537,kadź,1,A
25538,karakurt,1,A
25539,balonowy,1,C
25540,spauperyzowany,1,C
25541,kumoterstwo,1,A
25542,magiel,1,A
25543,czarować,1,B
25544,patetyczny,1,C
25545,wynotować,1,B
25546,kipieć,1,B
25547,grzywacz,1,A
25548,teflonowy,1,C
25549,wprawiony,1,C
25550,rozeta,1,A
25551,objaśniać,1,B
25552,biogaz,1,A
25553,prasłowiański,1,C
25554,neurochirurg,1,A
25555,zol,1,A
25556,piaskowy,1,C
25557,rychło,1,F
25558,zdemontowany,1,C
25559,usamodzielnić,1,B
25560,terakotowy,1,C
25561,przyuczyć,1,B
25562,mango,1,A
25563,wyznaczany,1,C
25564,wyolbrzymiany,1,C
25565,wyolbrzymić,1,B
25566,podeprzeć,1,B
25567,racjonowanie,1,A
25568,naradzić się,1,B
25569,zadeptywać,1,B
25570,runięcie,1,A
25571,odkup,1,A
25572,udźwiękowiony,1,C
25573,stereofonicznie,1,F
25574,retrospekcja,1,A
25575,skrzek,1,A
25576,rentgen,1,A
25577,królica,1,A
25578,zielonkawo,1,F
25579,agronomiczny,1,C
25580,fluorescencja,1,A
25581,króliczy,1,C
25582,nasadzenie,1,A
25583,przeciwreumatyczny,1,C
25584,zanikanie,1,A
25585,projektowy,1,C
25586,telefonowanie,1,A
25587,rybactwo,1,A
25588,modelarstwo,1,A
25589,hologram,1,A
25590,urozmaicenie,1,A
25591,zapoczątkowanie,1,A
25592,centym,1,A
25593,zagrany,1,C
25594,niebanalnie,1,F
25595,eseistyczny,1,C
25596,defibrylator,1,A
25597,fosforan,1,A
25598,łatwopalność,1,A
25599,swędzenie,1,A
25600,żarzący się,1,C
25601,niefachowo,1,F
25602,wicemistrzostwo,1,A
25603,bum,1,A
25604,trzeszczeć,1,B
25605,wynagrodzony,1,C
25606,wydostanie,1,A
25607,ześlizgnięcie się,1,A
25608,harmonizować,1,B
25609,ciasny,1,C
25610,zdrów,1,C
25611,urodzajny,1,C
25612,opanowywanie,1,A
25613,detergent,1,A
25614,decydująco,1,F
25615,wiewiórka,1,A
25616,nadprodukcja,1,A
25617,nawinięty,1,C
25618,naciągnięty,1,C
25619,wciągarka,1,A
25620,pretendowanie,1,A
25621,pielęgnacja,1,A
25622,dzierżawny,1,C
25623,apatyt,1,A
25624,brzegowy,1,C
25625,dziobowy,1,C
25626,pokrywanie,1,A
25627,lawirowanie,1,A
25628,ograbiony,1,C
25629,dojeżdżający,1,C
25630,zaprzęgnąć,1,B
25631,szczerba,1,A
25632,meteoropata,1,A
25633,powróz,1,A
25634,bruzda,1,A
25635,otarcie,1,A
25636,perswazja,1,A
25637,belwederski,1,C
25638,dzwonienie,1,A
25639,ucharakteryzować,1,B
25640,opluć,1,B
25641,ucharakteryzowany,1,C
25642,pokraka,1,A
25643,odkrzykiwać,1,B
25644,celebracyjny,1,C
25645,panoszyć się,1,B
25646,znieważony,1,C
25647,ziółko,1,A
25648,obłąkana,1,A
25649,opłakiwać,1,B
25650,wysiedlany,1,C
25651,kapitanat,1,A
25652,przyboczny,1,C
25653,nietakt,1,A
25654,paw,1,A
25655,przekora,1,A
25656,grzybnia,1,A
25657,uruchamiający,1,C
